Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,normal
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",normal
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,fraud
WHO ARE YOU SEEING?,normal
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,normal
No calls..messages..missed calls,normal
Didn't you get hep b immunisation in nigeria.,normal
"Fair enough, anything going on?",normal
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",normal
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,normal
What you thinked about me. First time you saw me in class.,normal
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",normal
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,normal
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",normal
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,fraud
Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,normal
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",fraud
"Sorry, I'll call later in meeting.",normal
Tell where you reached,normal
Yes..gauti and sehwag out of odi series.,normal
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,normal
Ha ha ha good joke. Girls are situation seekers.,normal
Its a part of checking IQ,normal
"Sorry my roommates took forever, it ok if I come by now?",normal
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,normal
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",fraud
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",normal
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",fraud
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",fraud
I plane to give on this month end.,normal
Wah lucky man... Then can save money... Hee...,normal
Finished class where are you.,normal
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,normal
K..k:)where are you?how did you performed?,normal
U can call me now...,normal
I am waiting machan. Call me once you free.,normal
Thats cool. i am a gentleman and will treat you with dignity and respect.,normal
I like you peoples very much:) but am very shy pa.,normal
Does not operate after  &lt;#&gt;  or what,normal
Its not the same here. Still looking for a job. How much do Ta's earn there.,normal
"Sorry, I'll call later",normal
K. Did you call me just now ah? ,normal
Ok i am on the way to home hi hi,normal
You will be in the place of that man,normal
Yup next stop.,normal
"I call you later, don't have network. If urgnt, sms me.",normal
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,normal
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,normal
I'm really not up to it still tonight babe,normal
"Ela kano.,il download, come wen ur free..",normal
Yeah do! Don‘t stand to close tho- you‘ll catch something!,normal
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,normal
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,normal
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,fraud
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,normal
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",fraud
Watching telugu movie..wat abt u?,normal
i see. When we finish we have loads of loans to pay,normal
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",normal
I see a cup of coffee animation,normal
Please don't text me anymore. I have nothing else to say.,normal
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,normal
I'm still looking for a car to buy. And have not gone 4the driving test yet.,normal
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,normal
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",normal
Umma my life and vava umma love you lot dear,normal
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,normal
"Aight, I'll hit you up when I get some cash",normal
How would my ip address test that considering my computer isn't a minecraft server,normal
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,normal
Dont worry. I guess he's busy.,normal
What is the plural of the noun research?,normal
Going for dinner.msg you after.,normal
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,normal
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,fraud
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",normal
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",normal
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,fraud
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,normal
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,normal
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,fraud
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",fraud
here is my new address -apples&pairs&all that malarky,normal
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,fraud
I am going to sao mu today. Will be done only at 12 ,normal
Ü predict wat time ü'll finish buying?,normal
"Good stuff, will do.",normal
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",normal
Are you there in room.,normal
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,normal
K..k:)how much does it cost?,normal
I'm home.,normal
"Dear, will call Tmorrow.pls accomodate.",normal
First answer my question.,normal
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,fraud
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,fraud
I only haf msn. It's yijue@hotmail.com,normal
He is there. You call and meet him,normal
No no. I will check all rooms befor activities,normal
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,fraud
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,normal
"K, text me when you're on the way",normal
"Sir, Waiting for your mail.",normal
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",normal
I know you are. Can you pls open the back?,normal
Yes see ya not on the dot,normal
Whats the staff name who is taking class for us?,normal
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",fraud
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,normal
K..i deleted my contact that why?,normal
Sindu got job in birla soft ..,normal
The wine is flowing and i'm i have nevering..,normal
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,normal
Ok... Ur typical reply...,normal
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,normal
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",normal
Aaooooright are you at work?,normal
I'm leaving my house now...,normal
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",normal
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,fraud
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,fraud
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,normal
New car and house for my parents.:)i have only new job in hand:),normal
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,normal
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,fraud
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",fraud
I place all ur points on e cultures module already.,normal
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,fraud
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",normal
Great escape. I fancy the bridge but needs her lager. See you tomo ,normal
Yes :)it completely in out of form:)clark also utter waste.,normal
"Sir, I need AXIS BANK account no and bank address.",normal
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",normal
What time you coming down later? ,normal
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",normal
"Well, i'm gonna finish my bath now. Have a good...fine night.",normal
Let me know when you've got the money so carlos can make the call,normal
U still going to the mall?,normal
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",normal
Text her. If she doesnt reply let me know so i can have her log in,normal
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,normal
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,normal
Lol no. U can trust me.,normal
ok. I am a gentleman and will treat you with dignity and respect.,normal
"He will, you guys close?",normal
Going on nothing great.bye,normal
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,normal
"Haha awesome, be there in a minute",normal
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,fraud
Have you got Xmas radio times. If not i will get it now,normal
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,normal
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,fraud
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,normal
Hi :)finally i completed the course:),normal
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,normal
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,normal
Gud mrng dear hav a nice day,normal
Did u got that persons story,normal
is your normalster dead? Hey so tmr i meet you at 1pm orchard mrt? ,normal
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,normal
"Found it, ENC  &lt;#&gt; , where you at?",normal
I sent you  &lt;#&gt;  bucks,normal
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,normal
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,normal
Goodmorning sleeping ga.,normal
U call me alter at 11 ok.,normal
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,normal
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",normal
"Aight yo, dats straight dogg",normal
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,normal
Both :) i shoot big loads so get ready!,normal
"What's up bruv, hope you had a great break. Do have a rewarding semester.",normal
Home so we can always chat,normal
K:)k:)good:)study well.,normal
Yup... How ü noe leh...,normal
Sounds great! Are you home now?,normal
Finally the match heading towards draw as your prediction.,normal
Tired. I haven't slept well the past few nights.,normal
Easy ah?sen got selected means its good..,normal
I have to take exam with march 3,normal
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,normal
Ok no prob. Take ur time.,normal
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,normal
"Sorry, I'll call later",normal
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,normal
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",fraud
Would really appreciate if you call me. Just need someone to talk to.,normal
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",fraud
Hey company elama po mudyadhu.,normal
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",normal
Dear good morning now only i am up,normal
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,normal
Dear we are going to our rubber place,normal
"Sorry battery died, yeah I'm here",normal
Yes:)here tv is always available in work place..,normal
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,fraud
I have printed it oh. So  &lt;#&gt;  come upstairs,normal
Or ill be a little closer like at the bus stop on the same street,normal
Where are you?when wil you reach here?,normal
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",normal
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,fraud
Tomarrow final hearing on my laptop case so i cant.,normal
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,normal
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",normal
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",normal
U don't remember that old commercial?,normal
Too late. I said i have the website. I didn't i have or dont have the slippers,normal
I asked you to call him now ok,normal
Kallis wont bat in 2nd innings.,normal
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,normal
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,fraud
Ranjith cal drpd Deeraj and deepak 5min hold,normal
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",normal
What you doing?how are you?,normal
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",normal
"I'm back, lemme know when you're ready",normal
Don't necessarily expect it to be done before you get back though because I'm just now headin out,normal
Mmm so yummy babe ... Nice jolt to the suzy,normal
Where are you lover ? I need you ...,normal
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,fraud
I‘m parked next to a MINI!!!! When are you coming in today do you think?,normal
Yup,normal
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,normal
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,normal
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,fraud
Why you Dint come with us.,normal
Same. Wana plan a trip sometme then,normal
"Not sure yet, still trying to get a hold of him",normal
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,fraud
The evo. I just had to download flash. Jealous?,normal
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,fraud
"Come to mu, we're sorting out our narcotics situation",normal
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",normal
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,fraud
"Usf I guess, might as well take 1 car",normal
No objection. My bf not coming.,normal
Thanx...,normal
Tell rob to mack his gf in the theater,normal
"Awesome, I'll see you in a bit",normal
Just sent it. So what type of food do you like?,normal
All done? All handed in? Celebrations in full swing yet?,normal
You got called a tool?,normal
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",normal
Ok. I asked for money how far,normal
Okie...,normal
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",normal
"K, I might come by tonight then if my class lets out early",normal
Ok..,normal
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,normal
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",normal
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",normal
Hey you told your name to gautnormal ah?,normal
Haf u found him? I feel so stupid da v cam was working.,normal
Oops. 4 got that bit.,normal
Are you this much buzy,normal
I accidentally deleted the message. Resend please.,normal
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,fraud
Unless it's a situation where YOU GO GURL would be more appropriate,normal
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,normal
I cant pick the phone right now. Pls send a message,normal
Need a coffee run tomo?Can't believe it's that time of week already,normal
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",normal
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",normal
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,normal
He is a womdarfull actor,normal
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",fraud
Yup... From what i remb... I think should be can book... ,normal
Jos ask if u wana meet up?,normal
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,normal
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",fraud
Where are the garage keys? They aren't on the bookshelf,normal
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,normal
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",fraud
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,normal
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",normal
You made my day. Do have a great day too.,normal
K.k:)advance happy pongal.,normal
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",normal
"Not really dude, have no friends i'm afraid :(",normal
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,fraud
"Coffee cake, i guess...",normal
"Merry Christmas to you too babe, i love ya *kisses*",normal
Hey... Why dont we just go watch x men and have lunch... Haha ,normal
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,normal
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,normal
No problem. How are you doing?,normal
No calls..messages..missed calls,normal
Hi da:)how is the todays class?,normal
"I'd say that's a good sign but, well, you know my track record at reading women",normal
"Cool, text me when you're parked",normal
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,normal
K.k:)apo k.good movie.,normal
Maybe i could get book out tomo then return it immediately ..? Or something.,normal
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,fraud
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,normal
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,fraud
"Ta-Daaaaa! I am home babe, are you still up ?",normal
Cool. So how come you havent been wined and dined before?,normal
Just sleeping..and surfing,normal
"Sorry, I'll call later",normal
U calling me right? Call my hand phone...,normal
Ok that's great thanx a lot.,normal
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,normal
Where u been hiding stranger?,normal
Am not interested to do like that.,normal
My sister cleared two round in birla soft yesterday.,normal
Gudnite....tc...practice going on,normal
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,normal
One small prestige problem now.,normal
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,fraud
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,normal
"Nah can't help you there, I've never had an iphone",normal
If you're not in my car in an hour and a half I'm going apeshit,normal
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",normal
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,normal
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,normal
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",normal
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,fraud
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,fraud
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",normal
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",normal
Ha ha cool cool chikku chikku:-):-DB-),normal
Oh ok no prob..,normal
Check audrey's status right now,normal
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,normal
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",normal
Well i know Z will take care of me. So no worries.,normal
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",fraud
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,fraud
Wat uniform? In where get?,normal
"Cool, text me when you're ready",normal
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",normal
I will spoil you in bed as well :),normal
I'm going for bath will msg you next  &lt;#&gt;  min..,normal
